2019-12-02 00:00:00 Launching analysis for BacktestingAlgorithm.py with LEAN Engine v2.5.0.0
2022-05-16 16:00:00 No data available for PG at this time.
2022-05-17 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-17 16:00:00 No data available for MSFT at this time.
2022-05-17 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-17 16:00:00 No data available for AMZN at this time.
2022-05-17 16:00:00 No data available for TSLA at this time.
2022-05-17 16:00:00 No data available for JNJ at this time.
2022-05-17 16:00:00 No data available for PG at this time.
2022-05-18 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-18 16:00:00 No data available for MSFT at this time.
2022-05-18 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-18 16:00:00 No data available for AMZN at this time.
2022-05-18 16:00:00 No data available for TSLA at this time.
2022-05-18 16:00:00 No data available for JNJ at this time.
2022-05-18 16:00:00 No data available for PG at this time.
2022-05-19 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-19 16:00:00 No data available for MSFT at this time.
2022-05-19 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-19 16:00:00 No data available for AMZN at this time.
2022-05-19 16:00:00 No data available for TSLA at this time.
2022-05-19 16:00:00 No data available for JNJ at this time.
2022-05-19 16:00:00 No data available for PG at this time.
2022-05-20 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-20 16:00:00 No data available for MSFT at this time.
2022-05-20 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-20 16:00:00 No data available for AMZN at this time.
2022-05-20 16:00:00 No data available for TSLA at this time.
2022-05-20 16:00:00 No data available for JNJ at this time.
2022-05-20 16:00:00 No data available for PG at this time.
2022-05-23 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-23 16:00:00 No data available for MSFT at this time.
2022-05-23 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-23 16:00:00 No data available for AMZN at this time.
2022-05-23 16:00:00 No data available for TSLA at this time.
2022-05-23 16:00:00 No data available for JNJ at this time.
2022-05-23 16:00:00 No data available for PG at this time.
2022-05-24 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-24 16:00:00 No data available for MSFT at this time.
2022-05-24 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-24 16:00:00 No data available for AMZN at this time.
2022-05-24 16:00:00 No data available for TSLA at this time.
2022-05-24 16:00:00 No data available for JNJ at this time.
2022-05-24 16:00:00 No data available for PG at this time.
2022-05-25 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-25 16:00:00 No data available for MSFT at this time.
2022-05-25 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-25 16:00:00 No data available for AMZN at this time.
2022-05-25 16:00:00 No data available for TSLA at this time.
2022-05-25 16:00:00 No data available for JNJ at this time.
2022-05-25 16:00:00 No data available for PG at this time.
2022-05-26 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-26 16:00:00 No data available for MSFT at this time.
2022-05-26 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-26 16:00:00 No data available for AMZN at this time.
2022-05-26 16:00:00 No data available for TSLA at this time.
2022-05-26 16:00:00 No data available for JNJ at this time.
2022-05-26 16:00:00 No data available for PG at this time.
2022-05-27 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-27 16:00:00 No data available for MSFT at this time.
2022-05-27 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-27 16:00:00 No data available for AMZN at this time.
2022-05-27 16:00:00 No data available for TSLA at this time.
2022-05-27 16:00:00 No data available for JNJ at this time.
2022-05-27 16:00:00 No data available for PG at this time.
2022-05-31 16:00:00 Received data for AAPL: Close Price = 122.15
2022-05-31 16:00:00 No data available for MSFT at this time.
2022-05-31 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-05-31 16:00:00 No data available for AMZN at this time.
2022-05-31 16:00:00 No data available for TSLA at this time.
2022-05-31 16:00:00 No data available for JNJ at this time.
2022-05-31 16:00:00 No data available for PG at this time.
2022-06-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2022-06-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2022-06-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2022-06-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2022-06-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2022-06-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2022-06-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2022-06-01 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-01 16:00:00 No data available for MSFT at this time.
2022-06-01 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-01 16:00:00 No data available for AMZN at this time.
2022-06-01 16:00:00 No data available for TSLA at this time.
2022-06-01 16:00:00 No data available for JNJ at this time.
2022-06-01 16:00:00 No data available for PG at this time.
2022-06-02 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-02 16:00:00 No data available for MSFT at this time.
2022-06-02 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-02 16:00:00 No data available for AMZN at this time.
2022-06-02 16:00:00 No data available for TSLA at this time.
2022-06-02 16:00:00 No data available for JNJ at this time.
2022-06-02 16:00:00 No data available for PG at this time.
2022-06-03 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-03 16:00:00 No data available for MSFT at this time.
2022-06-03 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-03 16:00:00 No data available for AMZN at this time.
2022-06-03 16:00:00 No data available for TSLA at this time.
2022-06-03 16:00:00 No data available for JNJ at this time.
2022-06-03 16:00:00 No data available for PG at this time.
2022-06-06 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-06 16:00:00 No data available for MSFT at this time.
2022-06-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-06 16:00:00 No data available for AMZN at this time.
2022-06-06 16:00:00 No data available for TSLA at this time.
2022-06-06 16:00:00 No data available for JNJ at this time.
2022-06-06 16:00:00 No data available for PG at this time.
2022-06-07 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-07 16:00:00 No data available for MSFT at this time.
2022-06-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-07 16:00:00 No data available for AMZN at this time.
2022-06-07 16:00:00 No data available for TSLA at this time.
2022-06-07 16:00:00 No data available for JNJ at this time.
2022-06-07 16:00:00 No data available for PG at this time.
2022-06-08 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-08 16:00:00 No data available for MSFT at this time.
2022-06-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-08 16:00:00 No data available for AMZN at this time.
2022-06-08 16:00:00 No data available for TSLA at this time.
2022-06-08 16:00:00 No data available for JNJ at this time.
2022-06-08 16:00:00 No data available for PG at this time.
2022-06-09 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-09 16:00:00 No data available for MSFT at this time.
2022-06-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-09 16:00:00 No data available for AMZN at this time.
2022-06-09 16:00:00 No data available for TSLA at this time.
2022-06-09 16:00:00 No data available for JNJ at this time.
2022-06-09 16:00:00 No data available for PG at this time.
2022-06-10 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-10 16:00:00 No data available for MSFT at this time.
2022-06-10 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-10 16:00:00 No data available for AMZN at this time.
2022-06-10 16:00:00 No data available for TSLA at this time.
2022-06-10 16:00:00 No data available for JNJ at this time.
2022-06-10 16:00:00 No data available for PG at this time.
2022-06-13 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-13 16:00:00 No data available for MSFT at this time.
2022-06-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-13 16:00:00 No data available for AMZN at this time.
2022-06-13 16:00:00 No data available for TSLA at this time.
2022-06-13 16:00:00 No data available for JNJ at this time.
2022-06-13 16:00:00 No data available for PG at this time.
2022-06-14 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-14 16:00:00 No data available for MSFT at this time.
2022-06-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-14 16:00:00 No data available for AMZN at this time.
2022-06-14 16:00:00 No data available for TSLA at this time.
2022-06-14 16:00:00 No data available for JNJ at this time.
2022-06-14 16:00:00 No data available for PG at this time.
2022-06-15 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-15 16:00:00 No data available for MSFT at this time.
2022-06-15 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-15 16:00:00 No data available for AMZN at this time.
2022-06-15 16:00:00 No data available for TSLA at this time.
2022-06-15 16:00:00 No data available for JNJ at this time.
2022-06-15 16:00:00 No data available for PG at this time.
2022-06-16 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-16 16:00:00 No data available for MSFT at this time.
2022-06-16 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-16 16:00:00 No data available for AMZN at this time.
2022-06-16 16:00:00 No data available for TSLA at this time.
2022-06-16 16:00:00 No data available for JNJ at this time.
2022-06-16 16:00:00 No data available for PG at this time.
2022-06-17 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-17 16:00:00 No data available for MSFT at this time.
2022-06-17 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-17 16:00:00 No data available for AMZN at this time.
2022-06-17 16:00:00 No data available for TSLA at this time.
2022-06-17 16:00:00 No data available for JNJ at this time.
2022-06-17 16:00:00 No data available for PG at this time.
2022-06-21 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-21 16:00:00 No data available for MSFT at this time.
2022-06-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-21 16:00:00 No data available for AMZN at this time.
2022-06-21 16:00:00 No data available for TSLA at this time.
2022-06-21 16:00:00 No data available for JNJ at this time.
2022-06-21 16:00:00 No data available for PG at this time.
2022-06-22 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-22 16:00:00 No data available for MSFT at this time.
2022-06-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-22 16:00:00 No data available for AMZN at this time.
2022-06-22 16:00:00 No data available for TSLA at this time.
2022-06-22 16:00:00 No data available for JNJ at this time.
2022-06-22 16:00:00 No data available for PG at this time.
2022-06-23 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-23 16:00:00 No data available for MSFT at this time.
2022-06-23 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-23 16:00:00 No data available for AMZN at this time.
2022-06-23 16:00:00 No data available for TSLA at this time.
2022-06-23 16:00:00 No data available for JNJ at this time.
2022-06-23 16:00:00 No data available for PG at this time.
2022-06-24 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-24 16:00:00 No data available for MSFT at this time.
2022-06-24 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-24 16:00:00 No data available for AMZN at this time.
2022-06-24 16:00:00 No data available for TSLA at this time.
2022-06-24 16:00:00 No data available for JNJ at this time.
2022-06-24 16:00:00 No data available for PG at this time.
2022-06-27 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-27 16:00:00 No data available for MSFT at this time.
2022-06-27 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-27 16:00:00 No data available for AMZN at this time.
2022-06-27 16:00:00 No data available for TSLA at this time.
2022-06-27 16:00:00 No data available for JNJ at this time.
2022-06-27 16:00:00 No data available for PG at this time.
2022-06-28 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-28 16:00:00 No data available for MSFT at this time.
2022-06-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-28 16:00:00 No data available for AMZN at this time.
2022-06-28 16:00:00 No data available for TSLA at this time.
2022-06-28 16:00:00 No data available for JNJ at this time.
2022-06-28 16:00:00 No data available for PG at this time.
2022-06-29 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-29 16:00:00 No data available for MSFT at this time.
2022-06-29 16:00:00 Received data for GOOGL: Close Price = 2062.52
2022-06-29 16:00:00 No data available for AMZN at this time.
2022-06-29 16:00:00 No data available for TSLA at this time.
2022-06-29 16:00:00 No data available for JNJ at this time.
2022-06-29 16:00:00 No data available for PG at this time.
2022-06-30 16:00:00 Received data for AAPL: Close Price = 122.15
2022-06-30 16:00:00 No data available for MSFT at this time.
2022-06-30 16:00:00 Received data for GOOGL: Close Price = 2062.52
